path,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,label,id,text
07382.png,0.37863055,0.6940231,-0.5242619,0.40344957,-0.01701225,-0.5309696,0.55895615,0.10093957,0.0021407902,0.44698057,-0.62897646,1.1605581,0.048584167,-0.21079864,-0.30851847,0.15598914,0.21489601,0.71887076,0.06401513,0.24460171,0,7382,wouldn't be the last time those people used the oven this way
07429.png,0.55151117,0.114594094,-0.5848289,-0.3390324,0.47331396,-1.42567,0.050445583,-0.5502778,0.16643535,0.5370889,-1.2986128,0.52141845,-0.4454883,-0.12187985,-0.76512986,0.30528283,1.3806942,0.15519582,0.19770178,-0.19102414,0,7429,i'm about to have my 5th abortion fuck you batman i'm the real crime fighter
07528.png,0.28631422,-0.51405203,0.33990112,0.33347222,-0.26881966,0.122527815,-0.13520859,-0.10718447,0.6118325,0.82786655,0.014514066,0.84284496,-0.27488565,-0.49324706,-0.3105807,-0.37520325,0.053023588,0.007756871,0.71227044,-0.14176375,0,7528,the latest and greatest. a truck that comes with a dishwasher!
07653.png,0.68163216,-0.019079039,-1.5015175,-0.043443657,-0.67087,0.28360203,-0.33280286,-0.69362825,1.1292993,0.08153485,0.21410249,0.48566562,0.16979843,-1.3386894,-0.68398005,0.1901192,0.64711237,-0.05696937,0.05476264,-0.5144933,0,7653,"in the last days there will be god hating scoffers, ridiculers, deniers and mockers following after their own lusts"
08291.png,-0.46198207,-0.31048644,-0.52167624,0.19438307,0.3370704,0.36789417,-0.6162563,-0.48683923,0.16793104,0.033182707,0.050228097,0.9335207,-1.008443,-0.63335645,-1.2187762,0.1771504,0.033034224,-0.0014962731,0.34051508,0.014137009,0,8291,white people is this a shooting range
09467.png,-0.067722686,0.21264707,-0.43106478,-0.45858204,0.0041970946,0.04005489,0.085266456,0.51032144,0.772537,0.13755481,-1.0095807,0.4512654,-0.3466776,0.18171072,0.14648211,-0.25352776,0.91789126,0.4593949,-0.2683054,-0.16603954,0,9467,when mom asks where all the jews went
09563.png,0.52724636,0.10136386,-0.58393127,0.13970813,-0.36792815,-0.7885914,0.07970545,-0.021567661,1.0119678,0.8917907,-0.38831124,0.39403656,-0.6132625,-0.5291067,-0.25367752,-0.05780614,-0.021469805,0.8070271,0.07585577,0.3013622,0,9563,safe sex isis style
09715.png,0.7062617,-0.481263,-0.35965332,0.30078903,0.84813875,-0.40840596,0.17672773,0.4457873,0.43550685,-0.21642171,-0.2472235,0.5414364,-0.3378612,-0.6937527,-0.47705778,0.105920665,0.20917636,0.73163366,0.3303169,-0.00232484,0,9715,i started a business that sells landmines disguised as prayer mats.. ..prophets are going through the roof
10285.png,1.3100405,0.19884925,0.12839824,0.09551523,0.17437567,0.28366542,0.15034126,0.7298154,0.47895178,1.3329784,-0.2716405,0.8468166,-0.4255756,-0.3384262,-0.9829949,0.5100975,-0.018208731,-0.05503938,0.743469,0.11041481,0,10285,you are what you eat meanwhile in africa
10362.png,0.73632157,0.7916119,0.49128142,0.3943165,0.5170756,-0.35743105,-0.017431606,0.57266086,-0.06805374,0.22178482,-0.42887208,0.85314924,-0.67476964,0.15183231,-0.44464096,-0.18900165,0.32423922,-0.14193383,0.55014753,0.38565168,0,10362,german british danish austrian diversity. apparently we don't have it and these guys do: iraqi pakistani syrian egyptian
10386.png,0.39047936,-0.11272798,0.017909423,0.57684183,0.17505993,-1.1280737,0.15401435,-0.4383648,-0.054341227,-0.25893205,0.30386898,0.4708637,-0.06836149,-0.62603265,-0.44285783,0.47504884,0.7546559,0.0070210444,-0.5301688,0.48026115,0,10386,the book about terrorism
10749.png,0.9434653,0.5579503,-0.032017484,0.5830972,-0.6308621,0.31655663,1.1495768,0.1650809,2.0374913,1.6698027,-0.80337346,0.8188229,-0.8643237,-0.6524796,-0.3854685,0.49773186,0.13862145,0.1656202,-0.47028688,0.22917262,0,10749,my sense of humor is so dark it picks cotton
10785.png,0.82770807,0.716804,0.3411763,0.11102454,-0.13375226,-0.35930887,-0.0556659,-0.33878163,0.87134993,0.44816986,-0.2796161,1.3228263,0.38759327,-0.79137796,-0.41027722,0.29183882,-0.2472312,0.73317826,0.31110346,-0.10231029,0,10785,"time to put the ""panic"" back in hispanic"
12650.png,0.5424289,0.16570394,-0.3369274,0.13825116,0.3243239,-0.003963361,-0.47267756,0.08719441,0.7605586,0.06712809,-0.5631918,0.78887236,-0.3885501,0.26597401,-0.75203174,-0.61007047,0.7111735,0.010532615,0.24078456,0.3811141,0,12650,which one has tranny problems?
12834.png,0.9934057,0.2246673,-1.1887252,-0.2560063,-0.5266937,-0.11019834,0.6003475,-0.44298398,0.48721078,0.2540085,-0.5309326,0.6648861,-0.27132946,-0.036219966,-1.3469813,0.3552196,1.1270965,-0.15740044,0.07184783,0.14145944,0,12834,"in west philadelphia, born and raised in the anus is where i got most of my aids"
12973.png,0.15922423,0.30955756,0.50466716,0.3310782,0.4307274,-0.3806382,-1.4412847,0.38595134,0.16026765,-0.11451787,-0.81324357,1.0451195,-0.97002494,-0.5815659,-0.8784585,0.14429718,0.97202855,0.9418034,0.38506323,0.46525982,0,12973,someone added to much soap to the dishwasher again
13026.png,0.208604,0.3564217,0.18908507,-0.44400817,-0.3236941,0.15223771,-0.12866023,0.5931059,0.2035433,0.5095886,-0.1503246,0.82796407,-0.56366676,-0.19299524,-0.634299,0.48866212,0.32214907,0.49017882,0.440386,0.23537254,0,13026,under the name of multiculturalism we let terrorist into this country
13647.png,0.2875673,-0.40039775,-0.6604302,0.1786854,-0.05872504,0.10143993,-0.28052357,0.1353779,1.0885987,0.32485455,-0.6165787,0.21879858,-0.485098,-0.9721501,-0.45093623,-0.12295107,0.7694026,0.23054321,0.26652858,0.54111385,0,13647,she said girls run the world... so i told her get back in the kitchen
13809.png,0.28316373,0.10189491,-0.064692795,0.1470061,0.3808149,-0.38286802,0.008214783,0.37714317,0.65781546,0.7424398,-0.12370141,0.8479253,-0.5378697,-0.02897374,-0.1184245,-0.21947384,0.84697735,0.6937538,-0.22790328,0.25022075,0,13809,doing o's with the smoke
14026.png,1.2252299,0.46294582,-1.2008073,-0.32095617,-0.52591866,0.11484117,0.19167677,0.28425348,-0.27618924,0.1371956,-0.25902137,-0.12759523,-0.31916225,0.6535688,-1.2527422,0.22620249,0.84458554,0.06770222,0.015685089,-0.3906875,0,14026,told girlfriend that mom is deaf so speak loud and slow told mom that girlfriend is retarded
14389.png,0.8682045,-0.0296262,-0.18415527,-0.27693817,-0.41823182,-0.3102992,0.09356728,-0.7256538,0.12600815,-0.3204543,-0.61130685,0.5152929,-0.14747036,-0.33507478,-0.8877758,-0.004608698,0.5851659,0.6554801,-0.031143166,-0.27403855,0,14389,"democrats we're new, bold, and we hate you! alexandria ocasio-cortez rashida tlais ilhan omar ayanna pressley we hate whites, jews, christians, conservatives, republicans"
14873.png,1.7829361,-0.39835072,-0.8522586,0.12577614,-1.391945,0.38349703,0.19994001,-0.19371557,1.478574,0.73477644,0.06279022,1.0787625,-0.96815693,-0.9412087,-0.69668275,0.40079153,-0.8426412,0.7365793,0.41853836,1.3729886,0,14873,human dna found in ancient goat carcass scientists believe this is first proof muhammad existed
16354.png,0.44578138,-0.332176,-1.1562469,-0.05637767,0.38691986,-0.37553367,-0.18061547,-0.47368234,0.85814214,0.51886624,-0.718924,0.9098834,-0.49217474,-0.9176086,-0.65912795,-0.055313475,0.4282302,0.4686818,0.5723991,0.17928195,0,16354,we've taken this country! now fuck off! we're taking it back!
16923.png,0.70033205,0.09469574,-0.48113483,-0.61665547,-0.12988245,-0.0288822,-0.209881,0.29439732,1.0625749,0.38744003,-1.1973498,0.4813981,-0.26870516,-1.1147214,-0.86610734,0.2725783,0.58911824,0.32771656,0.012208842,0.14412992,0,16923,do you like goat anus? smell my finger
17028.png,0.73344326,0.9565987,-0.20280528,-0.3549741,-0.3782083,-0.15781552,-0.34363738,0.21842435,0.6468078,0.42425564,0.3558065,1.0917403,0.0066154636,-0.2269521,-0.39657167,0.4635819,1.0483296,0.5011652,-0.133618,0.45749792,0,17028,"feeling bored, let's go to a mosque"
17682.png,0.93366337,-0.078754984,-0.95418364,0.104161985,0.32425886,-0.4081254,-0.22311012,0.7208375,1.3063444,0.82791084,-1.0721489,0.8330194,-0.074035436,-0.21109058,-0.75889426,0.51196283,-0.24208497,0.07932154,0.4601352,0.3952079,0,17682,give them what they deserve kill them all
17963.png,0.790045,0.28562397,-0.63260823,-0.14325893,0.7137397,-0.38346964,-0.8965798,0.23180963,1.2546839,0.24661459,-1.1559191,1.1422741,-0.67268354,-0.16613148,-0.36001322,0.3517853,1.2283242,-0.64022374,0.5374833,0.48657948,0,17963,removes polish with chemicals nobody bats an eye removes polish with chemicals everybody loses his shit
18059.png,0.73562235,0.36865556,-1.3711379,0.07411728,-0.3821083,0.7170909,0.6661682,0.1258518,0.9180229,0.32023135,-0.0642441,0.40754217,0.28310332,-0.3271985,-0.5224712,0.41243035,0.42730847,0.51201105,-0.06624799,0.02425758,0,18059,"they are like sperm you get millions, but only one works"
18306.png,-0.08805356,-0.5835075,0.054463886,-0.35312656,0.23304613,-0.98902893,-0.34905082,0.3785985,0.49003014,-0.33228388,0.26069722,0.56796026,-0.6738858,-0.68486893,-1.2452291,-0.5918492,0.380932,0.3086051,0.5372037,-0.15203947,0,18306,white kids kids dreaming about their first day of school
18547.png,-0.23773699,-1.0527276,-0.31824145,-0.11104237,-0.52115566,-0.23857112,-0.16793804,0.10822606,1.2726284,0.60991997,-0.957091,1.247857,-0.52897274,-0.39975417,-0.862928,0.27648234,-0.02617224,-0.2747515,0.58798677,-0.17878826,0,18547,1st day of 4th grade sandy hook elementary school
18945.png,0.58962405,-0.16642185,-0.23287785,0.20729578,-0.047212195,-0.19629699,0.717579,-0.32088593,0.73306835,0.33143947,-0.17866643,1.0362842,0.12783438,-0.6346246,-0.4713373,0.42604914,0.3340058,-0.16302356,-0.4313755,0.7174571,0,18945,when you decide to go full gas
19508.png,0.22791143,-0.012025902,-0.41192886,-0.4562641,-0.26106396,-0.89608634,-0.14531578,0.1651277,0.9854369,0.025511544,-0.35838148,0.91544497,-1.285091,0.057510767,-0.2768459,0.4234165,1.4314547,0.23262478,-0.006349243,-0.44888237,0,19508,the definition of utter disgust in plain black and white
19530.png,0.3097532,-0.18268918,-1.2828832,0.31672144,0.081417635,0.14722568,-0.119945794,0.14872071,0.4732,0.6506198,0.12965474,0.58068883,0.019785706,-0.23142947,-0.5959402,0.3368892,-0.5538872,0.4907366,0.43095747,0.40615907,0,19530,they shot the wrong gorilla
19536.png,0.37341934,-0.3752342,-0.32073668,-0.20033301,0.48664567,-0.5080189,-0.31259027,0.2593651,0.2695186,-0.05832796,-0.6810222,-0.026256353,-0.2532514,0.2952398,-0.36825418,-0.113561414,0.86002815,-0.30225128,0.17719665,0.17195758,0,19536,when your jewish friend smells a stash of coins in public
19730.png,-0.13404416,0.022697767,-0.015080512,0.3162169,0.19945027,-0.2313393,1.2085054,-0.48094994,0.10370016,0.7119821,0.15024386,1.5372761,-0.08278161,-0.5039893,-0.8767159,0.037697263,-0.053492982,0.48297277,-0.19951695,0.36244652,0,19730,jamal is practicing for class sport
20861.png,-0.20741032,0.104997806,-0.68838745,0.5578059,0.80851793,-0.62283117,-0.34020415,-0.044218514,0.97082007,0.39230642,-0.6027384,0.830366,-0.3182747,-0.08948512,-0.39379263,0.5206899,1.0290191,-0.5665463,0.28011233,-0.3714402,0,20861,pretty much sums up islam
21567.png,1.1603096,-0.2979097,0.010277957,0.27502787,-0.48255268,-0.28966528,-0.14402461,0.26202583,1.3993927,1.1071239,-0.26183656,0.67453694,0.043688286,-0.13318515,-1.0264792,0.09804105,0.1421431,-0.092768386,0.171696,0.66584677,0,21567,our dad is a potato farmer
23645.png,0.59272945,-0.2784841,-0.17362095,-0.641965,-0.5860048,-0.6432781,-0.22715275,0.43845785,0.4769207,-0.38353565,-1.3250595,0.4940523,-0.8271007,-1.0872648,-0.78590053,0.042017512,0.3610116,0.22295885,0.91196334,0.08997551,0,23645,what do they have in common? you enjoy pushing them down the stairs
23810.png,0.39595637,0.56553274,-0.036640123,0.0849958,0.45094255,-0.49879056,0.5540824,0.40599453,0.8460367,-0.567583,-1.0016189,0.96909845,-0.9296982,-0.5471182,-0.51876324,0.29007053,1.0987787,0.22072501,-0.60757816,0.6712048,0,23810,these aren't people
24098.png,0.773203,0.32361993,0.47518712,0.019545196,0.048656676,-0.4904792,-0.24935125,-0.09722014,0.1810692,0.6351844,0.43627885,2.0851223,-0.37702173,-1.5378718,-0.3376055,-0.14783567,-0.07020223,0.613819,-0.3353623,0.32847574,0,24098,thanksgiving in china
24316.png,0.4948302,0.16584073,-1.1819217,-0.50273997,-0.36909768,-0.009746814,0.13832814,-0.23030454,1.1985774,0.41167387,-0.8856078,0.5559512,-0.40632242,0.27138448,-0.736294,0.717288,0.4805382,0.44245577,0.84774303,-0.2709739,0,24316,sharks don't attack him why? they think it's whale shit
24396.png,0.37264404,0.1646382,0.17487341,0.06998912,0.69376975,0.12934375,-0.36907175,-0.059099946,0.60161185,0.6236849,-0.046126,0.493855,-0.18097146,-0.66905046,-0.5906135,0.5551741,1.1162059,-0.21474832,0.20138094,0.19466667,0,24396,"so like, why are men even gay? girls have buttholes too you know."
25061.png,0.35655412,0.38775834,0.22327626,-0.13276699,0.24616028,0.3177356,0.9592597,0.11876306,0.69794834,0.4126499,-1.0024983,1.5375365,-0.6456939,-0.04279102,-0.37001544,-0.04332409,0.59150606,0.21174999,0.26145086,-0.35589597,0,25061,this is el paso shooter's father. every. single. time
25149.png,0.6249522,0.2839741,-0.8362063,-0.211338,-0.022756469,-0.701868,-0.057728935,-0.19461298,1.208311,0.44987556,-0.41595736,0.7071951,-0.77428365,-0.62852263,-0.93415123,0.12501752,1.0920498,0.25237462,0.19266358,0.6244654,0,25149,if this offends you you might be lack toes intolerant
26187.png,0.25593665,0.21368186,0.25602165,0.20440571,0.67961925,-0.68347794,-0.24752493,0.49401695,0.7772651,0.089958206,-0.01532767,1.2514004,-0.050940897,0.23758675,-0.7303607,0.22828045,-0.13052912,-0.23727725,0.0062952265,0.57494146,0,26187,i love my slow cooker
26453.png,1.465694,0.3619558,-0.5777238,0.8282232,-0.9592377,-0.3865791,0.9378802,-0.4397425,0.1854625,0.6577991,-0.37966558,0.8164524,0.20335037,-0.12526852,0.34309345,0.13844705,-0.11151923,0.36211118,-0.10792295,0.42763838,0,26453,"a ww2 jewish prisoner trying to escape the auchschwitz showers (1943, colorized) wwii jew escaping hitler's rath"
26547.png,0.5732879,0.41656202,-0.21790278,-0.20468158,-0.3472381,0.013887709,0.1161069,0.088257134,0.4764723,0.23031007,-0.24599639,0.9262722,-0.40989217,0.012783792,-0.65615267,0.64104235,-0.43906167,0.10445355,-0.4060867,0.2506158,0,26547,that's the way allah allah i like it
26943.png,0.81042475,0.07398426,-0.5292737,0.3130196,0.270359,-0.4327752,0.19955052,0.1261233,0.9635644,0.7524277,-0.5900509,0.48101544,-0.1004805,-0.21711202,-0.80896574,0.33837828,0.13240719,0.051246416,0.008284435,0.1257023,0,26943,my incesters built this country!!!!
26985.png,0.78257143,-0.6867212,-0.5828946,0.2367456,0.0076992996,0.31241482,-0.0847933,0.58744746,0.8955027,1.3095134,-0.57085323,0.99239075,-0.38641292,-0.8724757,-0.69618005,-0.5177738,0.04892279,0.6108639,-0.06412675,0.57481736,0,26985,i just heard my girlfriend is pregnant
27485.png,0.5150051,-0.12765585,-0.43417862,-0.5324271,0.4682699,-0.33658555,-0.51491934,0.6455123,0.76487315,0.79304427,-0.06869503,0.40034142,0.0037431158,0.244337,-0.5883101,0.44431382,-0.008525912,-0.23482184,0.060045995,0.75337136,0,27485,thats the way allah allah i like it!!!
27498.png,0.15561248,0.1246049,-0.31300718,-0.040956862,-0.53827196,-0.26702666,-0.34152,-0.16052394,0.092034355,0.50119257,-0.74054307,0.39411327,-0.28891274,-0.98606515,-1.0933256,-0.37113497,1.3378992,0.31098968,0.51098853,-0.22011194,0,27498,who's gonna make the sandwiches? what do we do with all these sandwiches?
27635.png,0.83663213,-0.24875076,-0.41656,0.5382226,-0.1594734,0.76294273,-0.36882326,0.8044812,1.5519953,1.0041004,-0.4987029,1.8166772,-1.1395528,0.15035848,-0.34657827,-0.06391791,-0.17238416,1.1104351,0.12266425,0.49488157,0,27635,dat ass ahmarbkrich*d
28017.png,0.6208612,0.3750259,-1.0946269,0.26805606,0.33030948,1.3204888,0.9590876,-0.20746748,0.89439225,-0.07227303,-0.28549832,0.66622084,0.076020956,-0.67250085,-0.13534263,0.39956367,0.46038917,1.2552859,-0.17365801,-0.09034959,0,28017,say it! say it ! islam is the religion of peace
28190.png,-0.12487189,-0.40753818,-0.07443139,0.31768507,-0.12746605,0.16873518,0.1488626,0.29537475,0.707947,0.3748469,-0.79545426,0.5681914,0.11073825,0.07937939,0.13547426,-0.22423795,0.7091606,0.14353715,0.19128439,-0.09549811,0,28190,when finishing a race is your passion
28905.png,0.44198942,0.10209259,-0.738475,0.5217424,0.06272422,-0.373635,0.3301144,0.33431444,0.39342502,-0.12647374,0.0290974,0.75391674,-0.82273155,0.04057883,-0.661259,0.44479528,0.851089,-0.09674542,-0.046591558,-0.39329535,0,28905,"hey, i just met you and this is crazy but here's your number.. so camping, maybe?"
29054.png,0.888593,-0.3767112,-1.1020417,0.51126254,0.7918903,-0.07181614,-0.58320796,-0.32148635,0.69336796,0.14870231,-0.81708425,-0.030187547,-0.32478017,-0.8939761,-1.0111994,0.3819104,0.34181318,-0.18362679,-0.039535157,0.13022365,0,29054,broken dishwasher
29437.png,0.27379444,-0.47450227,-0.21100497,0.39756563,0.3648942,0.2334968,0.0036430694,-0.16030775,0.67010796,0.6732976,-0.60525626,0.6062054,-0.3483703,-0.31227642,-0.966075,0.3164353,0.49728218,0.06336563,0.563234,-0.2825612,0,29437,what can happen if you eat wheaties for 38 years
29750.png,0.31141618,0.25837654,0.5219736,0.20002009,-0.09500469,-0.32707667,-0.23038441,0.20946297,-0.17860422,0.45762244,-0.20292561,0.7846278,0.25417483,-0.13659512,-1.0811287,-0.010243736,0.8611398,0.18573381,0.46821672,0.46271172,0,29750,this cat is getting raped tonight
29873.png,0.63211066,0.13530636,-0.2631074,0.54981595,-0.39683744,-0.5580101,0.23863192,-0.45767707,1.2314584,0.2682625,0.5867904,0.41548282,-0.9141453,-0.9892342,0.08605657,0.4770409,0.2899079,0.11511937,-0.17639422,0.7028472,0,29873,who knew that this country is full of white trash
